condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
2.0,Cream Tabby,0.48,24.98,13,9,0,1
1.0,Brown Tabby,0.78,40.72,0,1,0,1
2.0,Black,0.57,26.18,13,9,0,2
1.0,Brown,0.68,20.19,0,1,0,2
1.0,Black,0.3,21.64,13,9,0,1
1.0,Blue,0.68,22.07,0,7,0,2
2.0,Brown Tabby,0.34,46.84,13,9,0,1
1.0,White,0.06,42.57,0,7,0,2
0.0,Black,0.62,49.92,0,1,1,2
2.0,Seal Point,0.69,24.82,13,9,1,1
1.0,White,0.4,20.73,0,7,0,2
,Orange Tabby,0.86,29.94,13,9,2,1
2.0,Tan,0.16,8.24,13,9,0,2
,Orange,0.39,15.12,13,9,2,1
2.0,Chocolate,0.01,19.47,13,9,1,2
2.0,Red,0.46,14.67,13,9,1,2
1.0,Orange Tabby,0.23,21.0,0,7,0,1
2.0,Orange Tabby,0.21,28.77,16,9,0,1
1.0,Tan,1.0,24.2,13,9,0,2
0.0,Black,0.23,46.47,0,7,1,2
2.0,Black,0.22,25.83,13,9,0,1
,Orange Tabby,0.72,5.76,13,9,2,1
0.0,White,0.15,25.41,0,1,1,2
0.0,Black,0.77,35.51,0,1,1,2
1.0,White,0.32,48.74,13,9,0,2
1.0,Black,0.86,18.28,0,1,0,1
2.0,Tortie,0.52,24.22,13,9,1,1
0.0,Calico,0.67,22.45,0,1,1,1
1.0,Black,0.45,6.78,12,1,0,2
2.0,Black,0.35,28.39,9,2,0,1
2.0,White,0.51,47.4,13,9,1,2
0.0,Black,0.7,41.81,0,1,1,1
2.0,Blue,0.19,43.46,13,9,0,2
,Black,0.51,21.01,16,9,2,1
0.0,White,0.03,20.27,0,1,1,2
2.0,Calico,0.06,7.66,18,4,1,1
0.0,Black,0.17,37.7,0,7,1,2
0.0,Brown Tabby,0.94,47.51,0,1,1,1
2.0,Orange Tabby,0.89,16.04,13,9,0,1
0.0,White,0.31,34.42,0,1,1,2
1.0,Flame Point,0.98,6.75,0,1,0,1
1.0,Cream Tabby,0.86,8.17,7,1,0,1
1.0,Chocolate,0.63,43.41,7,1,0,2
1.0,Black,0.19,10.27,0,1,0,2
0.0,White,0.56,13.71,0,1,1,1
1.0,Black,0.62,22.91,0,7,0,1
1.0,Blue,0.37,22.61,13,9,0,2
0.0,Red,0.27,23.44,13,9,1,2
1.0,Black,0.27,6.72,0,1,0,1
0.0,Brown,0.14,43.67,0,7,1,2
0.0,Blue,0.27,15.16,0,1,1,2
2.0,Lynx Point,0.52,25.61,0,7,0,1
1.0,Black,0.34,28.53,0,1,0,2
0.0,White,0.18,36.38,0,1,1,2
2.0,Brown Tabby,0.05,16.11,13,9,0,1
1.0,Brown,0.1,24.45,0,7,0,2
,Brown,0.46,19.17,15,4,2,4
2.0,White,0.15,31.86,13,9,1,2
2.0,Brown Merle,0.63,21.43,13,9,1,2
0.0,White,0.99,47.98,7,1,1,2
0.0,Fawn,0.51,21.99,0,1,1,2
,Black,0.51,37.28,15,4,2,4
0.0,Brown Tabby,0.16,31.72,0,1,1,1
1.0,Brown,0.34,24.59,0,1,0,2
0.0,Tricolor,0.03,31.85,0,7,1,2
2.0,Black,0.2,35.85,13,9,1,1
1.0,Tan,0.79,49.3,0,1,0,2
2.0,Black,0.34,36.07,0,1,0,2
0.0,Brown Brindle,0.27,37.36,0,1,1,2
1.0,Black,0.88,44.29,0,7,0,2
,Brown,0.82,19.3,15,4,2,4
0.0,White,0.8,30.36,0,1,1,2
1.0,Blue,0.26,38.19,13,9,0,2
2.0,Brown Tabby,0.11,6.45,13,9,1,1
0.0,Red,0.84,25.92,9,2,1,2
2.0,Blue Merle,0.67,21.83,0,7,1,2
2.0,Gray,0.77,46.34,13,9,0,4
2.0,Black,0.65,11.2,0,7,0,2
0.0,Brown,0.18,26.81,7,1,1,2
1.0,Brown Tabby,0.79,28.96,18,4,0,1
,Black,0.2,39.19,15,4,2,4
0.0,White,0.76,42.67,0,7,1,2
0.0,White,0.14,18.41,0,7,1,2
0.0,Black,0.18,46.96,0,1,1,2
0.0,Torbie,0.8,39.41,7,1,1,1
2.0,Brown Tabby,0.31,12.03,13,9,1,1
0.0,Tan,0.54,42.82,0,1,1,2
,Orange Tabby,0.78,7.9,16,9,2,1
0.0,Tan,0.8,9.59,0,1,1,2
1.0,Red,0.65,43.58,0,1,0,2
,Orange Tabby,0.07,34.25,13,9,2,1
0.0,Black,0.31,6.39,0,7,1,2
0.0,Brown,0.23,22.74,0,1,1,4
0.0,White,0.57,18.63,13,9,1,2
1.0,Blue Merle,0.84,31.38,0,1,0,2
0.0,Black,0.22,38.64,0,1,1,2
2.0,Cream Tabby,0.26,32.88,18,4,0,1
2.0,Brown Tabby,0.44,37.69,13,9,0,1
2.0,Lynx Point,0.12,44.15,15,4,1,1
1.0,Black,0.72,6.53,7,1,0,2
1.0,Tan,0.5,5.93,0,1,0,2
0.0,Blue Tabby,0.27,25.91,0,1,1,1
0.0,Fawn,0.59,12.99,0,1,1,2
0.0,Calico,0.63,24.78,13,9,1,1
,Brown,0.44,36.19,0,3,2,4
0.0,Brown Tabby,0.46,43.72,0,1,1,1
1.0,White,0.1,36.08,0,1,0,2
1.0,Buff,0.41,14.82,0,1,0,2
0.0,Brown Tabby,0.54,41.06,0,1,1,1
0.0,Tan,0.24,34.76,0,1,1,2
0.0,White,0.43,11.82,0,1,1,1
2.0,Orange Tabby,0.67,22.95,18,4,0,1
1.0,Tan,0.16,18.96,13,9,0,2
0.0,Blue Merle,0.46,45.48,0,7,1,2
2.0,Blue Tabby,0.53,10.55,13,9,0,1
1.0,White,0.53,25.4,0,7,0,2
1.0,Brown Brindle,0.24,48.37,1,4,0,2
2.0,White,0.1,13.75,13,9,0,2
0.0,Black,0.4,27.44,0,7,1,2
0.0,Calico,0.35,34.86,0,1,1,1
0.0,Torbie,0.62,14.2,0,1,1,1
2.0,Brown Brindle,0.25,40.61,13,9,1,2
1.0,Black,0.73,34.86,0,1,0,2
2.0,Torbie,0.69,11.77,17,9,1,1
1.0,Buff,0.0,21.64,0,1,0,2
2.0,Black,0.97,32.11,13,9,0,1
1.0,Tricolor,0.45,35.25,0,1,0,2
,Brown,0.11,31.5,15,4,2,4
2.0,Black,0.73,5.4,0,1,0,0
1.0,Black,0.34,17.85,0,7,0,2
2.0,Blue,0.42,31.96,16,9,0,1
2.0,Brown Tabby,0.32,24.73,13,9,1,1
2.0,Blue,0.25,20.11,0,7,1,2
1.0,Black,0.71,38.97,12,1,0,2
1.0,White,0.63,27.89,0,1,0,2
1.0,Black,0.48,8.26,0,1,0,2
0.0,Brown Tabby,0.74,6.51,13,9,1,1
0.0,White,0.94,47.59,0,7,1,2
1.0,Black,0.37,5.65,0,1,0,2
1.0,Red,0.26,9.06,13,9,0,2
0.0,Black,0.51,26.14,7,1,1,1
1.0,Black,0.47,22.86,0,1,0,2
0.0,Tan,0.46,13.66,0,7,1,2
0.0,Blue Tabby,0.07,31.92,0,1,1,1
2.0,Cream Tabby,0.48,22.16,16,9,1,1
0.0,Calico,0.37,40.43,0,1,1,1
1.0,White,0.16,30.77,0,7,0,2
,White,0.04,28.04,9,2,2,4
1.0,Blue Tabby,0.94,13.66,0,1,0,1
0.0,Sable,0.01,22.81,13,9,1,2
0.0,White,0.18,39.68,0,7,1,2
0.0,Blue,0.48,9.21,7,1,1,1
1.0,Black,0.28,27.11,0,1,0,2
0.0,White,0.99,10.03,0,1,1,2
0.0,Brown Tabby,0.09,7.56,0,1,1,1
1.0,Tan,0.32,17.14,13,9,0,2
1.0,Sable,0.03,15.38,0,7,0,2
1.0,Tan,0.58,14.03,7,1,0,2
2.0,Black,0.8,33.69,0,1,0,2
2.0,Brown,0.58,33.06,0,7,0,2
2.0,Tan,0.09,19.04,0,7,0,2
0.0,Tan,0.16,22.69,0,1,1,2
1.0,White,0.69,16.99,0,1,0,2
0.0,White,0.13,24.16,0,1,1,1
1.0,White,0.78,18.75,13,9,0,2
2.0,Tricolor,0.56,49.25,0,1,0,4
1.0,Black,0.84,39.65,0,1,0,1
2.0,Brown,0.45,43.4,13,9,1,2
1.0,White,0.47,25.55,7,1,0,1
1.0,Blue,0.5,18.84,0,1,0,1
2.0,Brown,0.17,14.94,13,9,1,2
1.0,Brown,0.52,15.15,0,1,0,2
0.0,Cream,0.9,26.44,0,7,1,2
2.0,Black Brindle,0.2,24.31,0,7,1,2
2.0,Black,0.7,6.53,16,9,0,1
2.0,Brown Tabby,0.39,18.21,13,9,0,1
2.0,Torbie,0.1,8.63,13,9,1,1
1.0,Tan,0.21,45.58,0,1,0,2
1.0,Brown Tabby,1.0,41.47,0,1,0,1
2.0,Brown Tabby,0.38,37.82,13,9,0,1
2.0,Black,0.4,37.42,13,9,0,1
0.0,Blue,0.31,27.86,7,1,1,1
0.0,Chocolate,0.39,47.42,7,1,1,2
2.0,Brown Tabby,0.44,27.82,0,1,1,1
,Brown Tabby,0.16,28.14,13,9,2,1
1.0,Blue,0.07,49.93,13,9,0,2
0.0,Tortie,0.24,45.3,0,1,1,1
1.0,Brown Tabby,0.23,19.38,0,1,0,1
1.0,Black,0.42,42.76,0,1,0,2
1.0,Fawn,0.9,24.06,13,9,0,2
1.0,Blue,0.87,27.76,0,1,0,1
0.0,Tan,0.95,42.0,0,1,1,2
1.0,Brown Tabby,0.98,30.3,0,1,0,1
0.0,Blue Tabby,0.08,44.0,13,9,1,1
1.0,Tan,0.71,32.48,0,7,0,2
1.0,Brown,0.36,14.72,0,1,0,2
2.0,Gray Tabby,0.88,7.74,18,4,1,1
2.0,Cream Tabby,0.73,9.51,8,2,0,1
2.0,Brown Tabby,0.2,38.7,16,9,0,1
1.0,Black,0.79,10.87,0,1,0,1
0.0,Fawn,0.27,35.12,13,9,1,2
1.0,Brown Tiger,0.1,28.01,0,7,0,2
0.0,Black,0.19,23.68,7,1,1,2
2.0,Red,0.45,5.01,0,7,0,2
1.0,Black,1.0,47.64,13,9,0,2
0.0,Blue,0.26,6.82,0,7,1,2
0.0,White,0.9,25.97,0,7,1,2
1.0,Black,0.3,21.49,0,1,0,1
0.0,Black,0.11,27.1,13,9,1,2
1.0,White,0.65,13.93,0,1,0,2
0.0,Blue,0.78,32.64,13,9,1,2
2.0,Fawn,0.82,8.16,0,7,1,2
,Brown,0.94,18.94,15,4,2,4
1.0,Black,0.4,41.58,0,1,0,2
0.0,Brown Brindle,0.35,9.9,13,9,1,2
,Black,0.27,25.78,13,9,2,1
2.0,Black,0.52,42.57,13,9,1,1
1.0,Black,0.9,17.79,0,7,0,2
0.0,Gray,0.74,44.57,2,2,1,2
0.0,White,0.82,39.37,0,1,1,1
2.0,Black,0.05,31.39,0,7,0,2
1.0,Black,0.92,17.93,13,9,0,2
1.0,Cream Tabby,0.34,17.21,12,1,0,1
0.0,Brown,0.52,26.52,0,1,1,2
2.0,Brown Tabby,0.06,29.38,17,9,0,1
2.0,Tortie,0.41,31.33,16,9,1,1
1.0,Black,0.92,49.71,0,1,0,2
0.0,Calico,0.35,41.99,0,1,1,1
0.0,Brown,0.42,40.86,0,8,1,2
1.0,Tan,0.89,18.13,0,7,0,2
0.0,Red,0.07,24.46,0,1,1,2
2.0,Brown,0.65,18.6,18,4,0,2
0.0,Chocolate,0.85,13.82,0,7,1,2
,Cream Tabby,0.51,30.83,13,9,2,1
2.0,Blue Tabby,0.77,45.59,18,4,0,1
1.0,Blue Tabby,0.56,20.75,0,1,0,1
1.0,Black,0.38,18.46,0,7,0,1
1.0,Buff,0.85,49.46,0,1,0,2
2.0,Blue,0.99,47.11,16,9,0,1
1.0,Blue,0.12,30.55,0,7,0,2
2.0,White,0.37,49.58,13,9,0,2
2.0,Brown Tabby,0.37,12.5,13,9,0,1
0.0,Sable,0.1,28.03,7,1,1,2
1.0,Tan,0.92,21.43,0,1,0,2
1.0,Brown Tabby,0.16,30.11,7,1,0,1
2.0,Blue,0.42,20.75,13,9,0,1
1.0,Black,0.26,25.29,13,9,0,2
1.0,Black,0.94,8.5,13,9,0,2
0.0,White,0.66,10.4,0,1,1,2
1.0,Buff,0.97,27.13,7,1,0,2
0.0,Brown Tabby,0.83,28.79,0,1,1,1
0.0,Black,0.39,17.39,0,1,1,1
2.0,White,0.18,31.57,13,9,1,2
2.0,Seal Point,0.45,14.61,13,9,1,1
1.0,Brown,0.85,37.29,7,1,0,2
0.0,Black,0.96,8.23,0,1,1,2
2.0,White,0.67,39.14,13,9,1,2
,Blue Tabby,0.79,39.0,13,9,2,1
0.0,Black,0.55,48.4,0,7,1,2
,Brown,0.33,7.9,15,4,2,4
,Orange Tabby,0.18,47.06,18,4,2,1
1.0,Brown Tabby,0.84,22.0,0,1,0,1
0.0,Brown,0.5,22.58,0,1,1,2
2.0,Seal Point,0.63,11.52,11,4,1,1
1.0,Brown,0.35,23.03,0,7,0,2
1.0,Brown Brindle,0.58,45.2,0,1,0,2
1.0,White,0.58,6.81,0,7,0,2
0.0,Tan,0.83,32.89,7,1,1,2
2.0,White,0.56,42.37,16,9,0,1
2.0,White,0.45,7.16,13,9,1,2
0.0,Brown Brindle,0.08,30.14,13,9,1,2
2.0,Tricolor,0.44,49.99,13,9,0,4
1.0,White,0.47,28.45,0,1,0,2
1.0,Tricolor,0.59,35.56,7,1,0,2
1.0,Brown,0.67,24.66,0,1,0,2
0.0,Black,0.08,27.69,0,1,1,2
1.0,White,0.03,24.89,0,1,0,1
2.0,Black,0.1,26.12,13,9,0,1
2.0,Black,0.43,10.07,13,9,0,1
2.0,White,0.23,42.95,0,7,1,2
0.0,White,0.85,23.65,0,1,1,2
2.0,Tortie,0.83,9.4,13,9,1,1
2.0,Black,0.21,16.32,0,7,0,2
1.0,Blue,0.91,45.31,0,7,0,1
0.0,White,0.83,10.08,0,1,1,2
2.0,Black,0.86,22.54,0,1,0,1
1.0,Tan,0.31,44.6,0,1,0,2
1.0,White,0.49,44.89,0,1,0,1
1.0,Brown,0.05,45.88,0,1,0,2
2.0,Blue,0.52,8.14,0,7,0,2
0.0,Black,0.6,23.48,0,1,1,1
,Black,0.85,12.97,17,9,2,1
1.0,Blue Tick,0.72,15.29,13,9,0,2
0.0,Fawn,0.43,13.09,0,1,1,2
1.0,Blue,0.41,21.22,0,7,0,1
1.0,Orange,0.43,32.44,0,7,0,1
0.0,Silver,0.62,14.18,0,7,1,2
2.0,White,0.24,18.39,9,2,0,1
1.0,Red,0.88,44.65,13,9,0,2
0.0,Black,0.95,15.63,0,1,1,1
0.0,Tan,0.41,23.77,7,1,1,2
2.0,Tan,0.49,19.94,13,9,0,2
0.0,Tan,0.1,19.17,0,7,1,2
1.0,Brown Tabby,0.87,44.19,0,1,0,1
1.0,Chocolate,0.16,27.98,13,9,0,2
2.0,Tan,0.14,13.87,13,9,1,2
1.0,Black,0.88,35.38,0,1,0,1
2.0,Blue,0.53,29.65,9,2,1,1
2.0,Tan,0.76,10.12,0,7,0,2
0.0,White,0.23,8.1,0,1,1,2
2.0,Tortie,0.55,21.87,13,9,1,1
2.0,Blue Tabby,0.3,48.56,0,7,1,1
2.0,Brown Tabby,0.71,7.9,7,1,1,1
1.0,Brown Brindle,0.67,23.91,0,1,0,2
2.0,Gray,0.16,30.75,0,7,1,1
0.0,Brown Tabby,0.31,47.57,13,9,1,1
0.0,Black,0.39,21.03,0,1,1,2
0.0,Brown Tabby,0.85,32.16,0,1,1,1
0.0,Black,0.07,22.1,13,9,1,1
,Black,0.36,9.38,18,4,2,1
,Blue Tabby,0.2,41.81,13,9,2,1
2.0,Tan,0.38,29.05,0,7,1,2
1.0,Black,0.45,49.71,0,1,0,2
0.0,Blue,0.47,39.94,0,1,1,2
2.0,White,0.57,48.1,13,9,0,2
1.0,Black,0.3,30.33,0,1,0,1
1.0,Black,0.27,9.62,0,7,0,1
2.0,Orange Tabby,0.04,43.3,16,9,0,1
1.0,Blue Merle,0.4,6.95,0,1,0,2
2.0,Brown,0.12,40.2,0,7,0,2
2.0,Brown Brindle,0.31,15.63,0,7,1,2
0.0,Black,0.13,14.53,0,1,1,2
1.0,Black,0.56,13.84,0,1,0,2
2.0,Brown Brindle,0.33,9.95,0,1,0,2
1.0,Blue,0.98,32.9,0,7,0,2
0.0,Black,0.92,27.74,0,1,1,2
1.0,Black,0.48,6.92,16,9,0,1
1.0,Black,0.1,23.88,0,1,0,2
0.0,Orange Tabby,0.96,24.98,13,9,1,1
2.0,Black,0.4,37.09,17,9,1,1
0.0,Black,0.35,49.28,0,7,1,2
1.0,Cream,0.61,31.06,0,1,0,2
0.0,Black,0.69,27.08,0,7,1,2
2.0,Brown Tabby,0.91,45.87,13,9,0,1
2.0,Tortie,0.34,33.95,16,9,1,1
1.0,Tricolor,0.49,37.06,0,7,0,2
0.0,Black,0.63,35.98,0,1,1,2
1.0,Black,0.67,46.48,13,9,0,2
,Tortie,0.5,49.1,13,9,2,1
2.0,Blue Tabby,0.23,41.4,16,9,1,1
1.0,Sable,0.46,41.98,0,1,0,2
0.0,Black,0.84,26.48,0,1,1,2
1.0,Cream Tabby,0.1,14.5,0,1,0,1
1.0,Sable,0.23,5.67,0,1,0,2
2.0,Buff,0.19,48.64,0,7,1,2
2.0,Tortie,0.57,43.03,13,9,1,1
2.0,Tricolor,0.16,31.6,0,7,1,2
,Brown,0.05,23.82,0,3,2,4
0.0,White,0.77,30.07,0,1,1,1
1.0,Brown Tabby,0.95,18.32,0,1,0,1
2.0,Brown,0.35,48.02,0,7,0,2
2.0,Cream,0.73,19.12,0,7,0,2
1.0,Brown Brindle,0.14,15.15,0,1,0,2
,White,0.83,30.56,18,4,2,1
0.0,Fawn,0.19,27.62,1,4,1,2
0.0,White,0.91,34.79,0,1,1,2
2.0,White,0.65,41.69,0,7,0,2
2.0,Black,0.38,29.34,13,9,0,1
1.0,Black,0.77,18.61,0,7,0,2
2.0,Gray,0.42,29.95,0,7,1,2
2.0,Blue,0.66,48.56,13,9,0,2
1.0,Black,0.81,25.16,0,7,0,2
0.0,Tortie,0.79,44.6,16,9,1,1
2.0,Black,0.83,11.52,16,9,0,1
,Tortie,0.41,27.53,13,9,2,1
0.0,Brown Tabby,0.4,14.51,0,1,1,1
0.0,Tan,0.15,19.81,0,1,1,2
1.0,Buff,0.3,5.21,0,1,0,2
1.0,White,0.53,34.7,0,1,0,1
0.0,Black,0.76,34.3,0,1,1,2
1.0,White,0.3,22.66,0,1,0,2
1.0,Brown Merle,0.17,19.75,0,1,0,2
2.0,Brown Tabby,0.38,48.38,18,4,1,1
1.0,Yellow,0.09,45.13,13,9,0,2
1.0,Orange Tabby,0.27,32.16,0,7,0,1
1.0,Black,0.43,41.21,0,1,0,1
2.0,Gray,0.42,12.62,13,9,0,4
0.0,Blue,0.71,19.06,0,1,1,2
,Black,0.17,44.21,15,4,2,4
1.0,Blue,0.08,30.48,0,7,0,2
,Black,0.33,41.65,15,4,2,4
,White,0.06,15.72,18,4,2,1
2.0,Red,0.87,11.26,0,1,1,2
0.0,White,0.82,31.21,0,1,1,1
1.0,Cream Tabby,0.69,35.7,13,9,0,1
0.0,Black Brindle,0.77,37.19,0,1,1,2
1.0,Tan,0.84,13.64,0,7,0,2
2.0,Calico,0.86,15.46,13,9,1,1
1.0,Gray,0.69,22.14,13,9,0,1
2.0,Black,0.15,31.18,17,9,0,1
,Black,0.25,16.34,18,4,2,4
1.0,Sable,0.87,24.83,13,9,0,2
2.0,White,0.31,16.42,18,4,1,1
2.0,Red,0.64,12.24,13,9,1,2
1.0,Brown Tabby,0.9,22.8,0,1,0,1
,Blue,0.72,8.4,0,3,2,0
0.0,Brown Brindle,0.79,46.53,0,1,1,2
0.0,Black,0.04,42.01,0,1,1,2
2.0,Brown Tabby,0.74,35.07,13,9,1,1
2.0,Gray Tabby,0.99,17.2,17,9,1,1
1.0,Black,0.02,42.88,0,1,0,2
0.0,Gray,0.66,29.22,0,1,1,2
0.0,White,0.94,15.54,0,1,1,2
1.0,Black,0.32,39.96,0,7,0,2
0.0,Cream Tabby,0.82,35.32,13,9,1,1
2.0,Black,0.52,28.39,13,9,1,1
2.0,Brown,0.24,43.16,16,9,0,1
2.0,Black,0.36,19.52,13,9,1,2
0.0,Calico,0.54,21.68,0,1,1,1
1.0,Fawn,0.72,9.12,0,1,0,2
0.0,Brown Tabby,0.35,11.66,0,1,1,1
1.0,White,0.24,45.49,13,9,0,2
0.0,Blue Tabby,0.0,47.27,0,1,1,1
0.0,White,0.53,19.99,0,1,1,1
1.0,Orange Tabby,0.71,46.69,7,1,0,1
1.0,Blue,0.01,48.56,0,7,0,2
2.0,Lynx Point,0.8,40.68,18,4,1,1
0.0,Orange Tabby,0.26,39.28,0,1,1,1
0.0,Tricolor,0.43,20.53,0,1,1,2
0.0,Cream,0.73,32.86,13,9,1,2
0.0,White,0.35,17.82,0,1,1,2
1.0,Orange Tabby,0.14,47.75,0,1,0,1
2.0,Black,0.26,30.71,13,9,1,2
2.0,Orange Tabby,0.41,48.36,13,9,1,1
,Brown,0.23,37.0,0,3,2,4
1.0,Brown,0.27,40.58,0,1,0,2
2.0,Sable,0.78,13.32,13,9,1,2
0.0,Tricolor,0.65,23.99,13,9,1,2
1.0,Tan,0.2,42.56,0,1,0,2
0.0,Chocolate,0.65,49.48,0,1,1,2
1.0,Black,0.15,31.21,0,1,0,1
2.0,Chocolate,0.24,22.35,13,9,0,2
0.0,Blue,0.16,41.25,0,1,1,2
,Brown Tabby,0.31,9.04,16,9,2,1
0.0,Tan,0.15,36.99,0,7,1,2
0.0,Brown Tabby,0.38,42.17,7,1,1,1
,Orange Tabby,0.12,5.41,13,9,2,1
2.0,White,0.8,33.46,13,9,0,1
0.0,Blue,0.33,49.05,0,7,1,2
1.0,Tan,0.47,5.09,0,7,0,2
,Blue,0.07,25.67,13,9,2,2
1.0,Brown,0.95,32.91,0,8,0,2
2.0,Black,0.49,21.62,13,9,0,2
1.0,Brown,0.41,6.12,0,7,0,2
2.0,Black,0.61,41.87,13,9,1,1
1.0,Black,0.01,14.58,0,1,0,1
2.0,Black,0.87,9.39,13,9,1,1
1.0,White,0.32,38.97,0,1,0,2
1.0,Tan,0.16,7.71,0,7,0,2
1.0,Red,0.14,19.78,13,9,0,2
1.0,White,0.58,19.96,0,1,0,2
,Black,0.01,27.52,13,9,2,2
0.0,White,0.19,14.42,0,7,1,2
1.0,Tan,0.1,7.7,0,7,0,2
2.0,Black,0.83,49.48,13,9,0,2
0.0,White,0.06,26.43,0,7,1,2
1.0,Brown,0.55,39.64,0,1,0,2
1.0,Black,0.81,19.35,16,9,0,1
,Blue Tabby,0.23,25.29,13,9,2,1
0.0,Black,0.09,18.25,0,1,1,2
0.0,White,0.75,46.13,0,8,1,2
2.0,Black,0.68,6.05,9,2,1,1
0.0,Orange,0.24,40.95,13,9,1,1
0.0,Brown Tabby,0.06,34.2,16,9,1,1
1.0,Black,0.6,19.86,0,7,0,2
0.0,Tan,0.98,20.13,0,1,1,2
2.0,Black,0.71,36.7,0,7,0,2
1.0,White,0.38,19.1,0,1,0,2
1.0,Buff,0.05,32.42,0,7,0,2
0.0,Tan,0.49,29.83,0,1,1,2
,Black,0.89,31.26,15,4,2,4
0.0,Black,0.86,14.71,13,9,1,2
1.0,Fawn,0.05,16.49,0,7,0,2
2.0,Brown Tabby,0.96,5.58,13,9,1,1
1.0,White,0.01,21.98,0,1,0,2
0.0,Black,0.54,38.29,0,1,1,1
1.0,Blue,0.72,30.18,7,1,0,2
2.0,Black,0.03,39.36,17,9,0,1
2.0,Black,0.5,44.01,18,4,1,1
0.0,White,0.65,11.64,0,8,1,2
1.0,Black,0.67,44.46,0,7,0,2
1.0,White,0.32,15.84,0,1,0,2
2.0,Tan,0.93,37.82,0,1,0,2
1.0,Brown,0.56,38.06,0,1,0,2
1.0,Brown Brindle,0.5,31.13,0,7,0,2
1.0,Black,0.43,28.79,0,7,0,2
0.0,Black,0.19,8.85,0,7,1,2
1.0,Black,0.42,39.02,7,1,0,2
1.0,Orange Tabby,0.56,36.71,13,9,0,1
0.0,Yellow,0.31,48.98,0,1,1,2
2.0,Black,0.7,8.79,13,9,1,2
1.0,Blue,0.6,48.61,0,1,0,2
1.0,Black,0.63,45.83,13,9,0,2
,Brown Tabby,0.06,15.13,13,9,2,1
0.0,White,0.35,15.24,0,1,1,1
,White,0.17,15.72,13,9,2,4
2.0,Black,0.08,11.66,13,9,1,1
0.0,Calico,0.84,7.21,0,1,1,1
0.0,Torbie,0.38,32.68,0,1,1,1
1.0,Black,0.56,41.49,0,7,0,2
2.0,Red,0.78,38.03,13,9,1,2
,Gray,0.44,48.48,18,4,2,4
1.0,Black,0.67,48.33,0,7,0,1
0.0,White,0.99,42.75,0,1,1,2
2.0,Sable,0.2,6.57,13,9,1,2
0.0,Brown,0.71,47.73,0,7,1,2
1.0,White,0.99,17.61,12,1,0,2
0.0,Black,0.67,31.25,0,1,1,2
2.0,Black,0.18,49.34,16,9,1,1
0.0,Calico,0.83,34.59,0,1,1,1
0.0,Black,0.59,28.06,0,1,1,1
1.0,Blue Tabby,0.96,34.91,0,1,0,1
2.0,Brown Tabby,0.68,33.58,13,9,1,1
1.0,Red,0.51,39.0,0,1,0,2
1.0,Black,0.33,30.98,0,7,0,2
2.0,Blue,0.82,22.49,13,9,1,1
0.0,Tortie,0.43,30.83,0,1,1,1
1.0,Black,0.53,48.71,0,1,0,2
0.0,Blue,0.79,37.5,0,1,1,1
1.0,White,0.16,25.47,13,9,0,2
2.0,Brown Tabby,0.3,27.79,13,9,0,1
2.0,White,0.32,44.84,0,7,1,2
2.0,Gray Tabby,0.42,9.93,17,9,0,1
1.0,Cream Tabby,0.8,10.0,7,1,0,1
0.0,Black,0.49,26.75,0,7,1,2
1.0,Brown Tabby,0.61,35.02,0,7,0,1
1.0,Cream,0.36,35.31,0,1,0,2
0.0,Tan,0.65,23.22,0,1,1,2
1.0,Orange Tabby,0.77,7.17,0,7,0,1
0.0,Black,0.32,21.13,0,7,1,2
1.0,Gold,0.27,7.72,0,7,0,2
,Red,0.28,33.53,15,4,2,4
2.0,White,0.96,27.86,0,7,1,2
1.0,Brown Tabby,0.13,38.62,0,1,0,1
0.0,Brown Brindle,0.75,39.21,0,1,1,2
0.0,Tortie,0.91,31.06,0,1,1,1
1.0,Red,0.04,7.87,0,7,0,2
,Black,0.52,14.07,15,4,2,4
1.0,White,0.41,37.84,0,1,0,2
0.0,Torbie,0.42,36.54,0,1,1,1
0.0,Tricolor,0.38,15.1,0,1,1,2
1.0,Black,0.24,39.97,0,1,0,1
2.0,Brown Tabby,0.85,16.44,13,9,1,1
0.0,Tricolor,0.81,23.33,0,1,1,2
,Tortie,0.84,41.71,13,9,2,1
1.0,Black,0.82,49.98,0,1,0,2
0.0,Black,0.63,7.03,0,7,1,2
1.0,Red,0.1,43.77,0,7,0,2
2.0,White,0.27,15.8,13,9,1,1
2.0,Brown Tabby,0.19,32.93,18,4,1,1
2.0,Sable,0.27,15.66,13,9,0,2
2.0,Buff,0.79,23.87,0,7,0,2
1.0,Brown,0.85,36.42,0,1,0,2
2.0,Black,0.79,49.47,13,9,1,2
1.0,Black,0.41,6.71,0,1,0,2
0.0,White,0.09,38.27,0,1,1,2
1.0,Black,0.25,26.66,0,7,0,2
2.0,Brown,0.42,18.96,18,4,0,4
1.0,White,0.91,28.21,0,7,0,2
2.0,Brown Brindle,0.91,21.48,13,9,1,2
2.0,Black,0.72,12.4,18,4,1,1
0.0,White,0.15,20.54,13,9,1,2
1.0,Gray,0.57,5.04,13,9,0,2
0.0,Tricolor,0.02,14.19,0,7,1,2
1.0,White,0.34,19.4,0,1,0,2
,Brown,0.34,37.06,15,4,2,4
,Seal Point,0.45,16.98,17,9,2,1
1.0,Blue,0.75,34.63,0,7,0,2
